Artist_Albums_Number,Artist_Albums_Tracks_Number,Artist_Appearances_Number,Artist_Appearances_Tracks_Number,Artist_Compilations_Number,Artist_Compilations_Tracks_Number,Artist_Follower,Artist_ID,Artist_Popularity,Artist_Singles_Number,Artist_Singles_Tracks_Number,Genre,Release_Date,Streams,Track_Artist,Track_Duration_ms,Track_ID,Track_Popularity,Track_Title,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,commentCount,dislikeCount,likeCount,video_ID,viewsCount,Charts
1221,712,0,0,40,948,529578,5wTAi7QkpP6kp8a54lmTOq,66,76,139,Classic,2017-04-07,,Johannes Brahms,378733,1Oo7XEqkrwifJn17aA0ocF,52,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major","0,994","0,299","0,00626","0,901",9,"0,0823","-30,923",1,"0,0478","69,043",4,"0,0634",138,84,3470,20Gb0JcviRA,447264,0
4,45,249,1542,0,0,64411,4xgFgBZ7CRtgtHcziClOwQ,64,82,79,Techno,2020-02-07,,Moguai,417230,5z7VT7KoeFLT1rjeyDzdMI,52,DT64,"0,0977","0,743","0,945","0,839",11,"0,115","-8,66",0,"0,0671","129,992",4,"0,172",189,39,2253,QejKUq1tm28,44345,0
0,0,73,1000,0,0,3107,7zH0EpzFgwmwpnEprtvDig,42,15,37,Techno,2020-02-28,,Juliet Fox,450461,2ufaSJbQinz0ito3criDx6,31,Through The Pain,"0,0000883","0,671","0,81","0,481",7,"0,104","-8,499",1,"0,0482","129,999",4,"0,218",11,1,408,To08MSZtabA,5449,0
5,48,122,962,0,0,2363,7xcEuNcEPzlYUuAKyqfJMS,48,44,145,Techno,2019-12-30,,F-Rontal,472555,1b1mvs6VPe499aN93WYYq6,55,Negative,"0,00123","0,737","0,754","0,913",1,"0,109","-7,561",1,"0,0517","128,002",4,"0,0391",7,,,KDoYTpzfRSc,10053,0
0,0,136,937,0,0,22425,0SCFEgshN89tlgOPM7lbSB,48,25,61,Techno,2020-02-14,,Alex Stein,391992,5SJgwEwJf8NjOTcEQunq4G,51,Bonfire,"0,00073","0,731","0,931","0,852",6,"0,0752","-8,045",0,"0,0536","128,002",4,"0,0455",21,13,1101,HJ45u7T3ATk,18273,0
0,0,18,332,0,0,334,03J1IG0hYPv7B2vAERhcFc,43,10,31,Techno,2020-01-13,,Antonio D'Africa,405000,10ng5Nz9DF1D4jz7Zw26nB,53,Phantom,"0,00298","0,777","0,639","0,873",7,"0,108","-11,696",1,"0,0943","128,025",4,"0,313",13,11,865,Q_5kQYPg1wU,17908,0
0,0,37,551,0,0,6778,7tqXhI5Dt7utI8xVAyumO1,48,17,48,Techno,2019-11-29,,Beico & MT93,418271,6AjJ0GijsnB8woz1O4wfkq,55,Tenebrous,"0,00284","0,645","0,947","0,839",2,"0,0888","-8,52",1,"0,0442","129,991",4,"0,395",37,14,1774,gIwVlX610uE,47478,0
0,0,27,483,0,0,213711,1lJhME1ZpzsEa5M0wW6Mso,58,18,65,Techno,2020-02-17,,Charlotte de Witte,376156,33HsRyPb6OjF3pdEfkQl8u,49,Vision,"0,146","0,793","0,909","0,905",7,"0,112","-11,909",1,"0,0834","133,999",4,"0,219",19,39,508,NLHny7Tp_rE,11385,0
0,0,10,133,1,1,2809,4eFbq5PZgW7YbtA65PP4wS,38,11,42,Techno,2020-02-28,,Alignment,359546,7v1JbouuzwrFU5waJXR5cu,31,Ever Gone,"0,000368","0,578","0,933","0,545",6,"0,0709","-7,658",0,"0,0372","136,007",4,"0,0967",17,5,239,cX1XtKNc6nI,3677,0
3,25,515,930,1,18,18081,7MFugZiuQp41w92SA0zsG1,47,67,145,Techno,2020-01-24,,Metodi Hristov,244965,2XjVi7PMd1WcbL6nAF2Zos,50,Limitless - Original Mix,"0,204","0,711","0,942","0,883",6,"0,0963","-8,11",1,"0,0572","129,989",4,"0,235",0,0,31,t2c-js6XDbM,717,0
0,0,40,579,0,0,5835,4smTLJEoRPULdc4QuG7JGo,38,15,32,Techno,2020-02-28,,Ben Dust,438912,60JT7HY2BE1EX3wVbCjdWq,31,Assassin,"0,0000209","0,627","0,863","0,888",7,"0,161","-9,261",1,"0,0558","129,992",4,"0,329",5,0,49,GlERdeSlXEM,1099,0
2,10,68,909,0,0,187,2mfv6V08YSf8GmCWpw3ltT,37,41,164,Techno,2020-02-21,,Lazar (IT),366530,4Ov0miNXa4W5LY9yROd5xQ,47,Inhuman Signal,"0,000628","0,723","0,837","0,839",10,"0,335","-9,223",0,"0,0632","128,021",4,"0,0972",1,0,17,Q9L9OrRZ6uA,342,0
3,35,577,1093,0,0,10165,5BFl4h5TXYSSJsCteTX3s1,45,73,118,Techno,2019-12-06,,Ramon Tapia,456774,2LJFyZegquP5reY4Qi0egR,54,Last Step,"0,0000643","0,828","0,793","0,835",6,"0,127","-6,7",0,"0,0868","128,01",4,"0,318",39,6,1056,Sjf706rjwe8,30018,0
2,23,38,547,0,0,2186,1CIuNl1eWjkoPrhWdMK8L6,42,17,61,Techno,2020-01-17,,Michael Klein,386422,084VIjlHRPMiHPlrfca65S,51,Hoisin,"0,00206","0,753","0,781","0,864",1,"0,113","-10,246",1,"0,0489","129,995",4,"0,059",12,7,623,qEWFfGjTvts,11804,0
12,154,380,1735,1,21,86133,5Hini2nQyoglzpdKe41cZt,54,150,97,Techno,2019-10-18,,UMEK,399566,0P0rTrGkQMCei95omAOdQq,55,Vigilance - Original Mix,"0,00075","0,796","0,942","0,885",5,"0,101","-7,432",0,"0,0645","126,996",4,"0,229",43,38,3072,VoSyqV1OuVo,94496,0
0,0,96,1104,0,0,64365,3wkaDi2HJV3eCaBJ4iH6om,53,25,57,Techno,2019-11-18,,ANNA,362419,1qvtFBWczWfbPTGS1AE9v6,52,Dimensions,"0,00135","0,658","0,97","0,897",2,"0,111","-10,25",1,"0,0549","129,993",3,"0,039",95,26,2203,eAmgCCllkLc,55900,0
4,24,42,687,0,0,145709,144HzhpLjcR9k37w5Ico9B,55,46,97,Techno,2019-07-29,,Deborah de Luca,390000,3UIEGb11u2Ll7wzYyC2nvi,58,19 calls,"0,0122","0,745","0,788","0,885",1,"0,0835","-7,438",1,"0,0414","128,005",4,"0,11",64,,,Zw15zPNTakw,187574,0
0,0,1,14,0,0,495,6mjU0EJu6TLflogUHAVNeg,39,4,13,Techno,2020-01-03,,DESNA,249230,3ioVE1LZx0KY2UwF3mAtGb,49,Jugar - Original Mix,"0,00143","0,734","0,967","0,855",1,"0,13","-8,121",0,"0,0574","126,991",4,"0,145",0,0,18,hW5wMajsxkQ,502,0
0,0,127,1180,0,0,3404,58fmi15nN6S2nqZLRRtdtc,36,12,37,Techno,2020-02-07,,Ilija Djokovic,426208,2EsNkdLFM2hTDt25OUfTRv,44,Eris,"0,00493","0,629","0,807","0,923",10,"0,113","-7,612",0,"0,0485","128,999",4,"0,117",5,1,149,Oz9SA3omSH4,2467,0
0,0,129,1316,0,0,1147,5NIiLHMZs0Etu1Cm4UtOoE,39,38,114,Techno,2020-01-27,,Luca Gaeta,384000,6sfGx2y7ssDXCg7lcC0XiL,47,Cosmic Transition,"0,0148","0,793","0,808","0,838",6,"0,111","-6,479",0,"0,0643","129,997",4,"0,0853",0,0,4,v1hDQCFbDWI,165,0
0,0,69,1097,0,0,510,241pFB691BbwHqZJgBQSr5,40,12,42,Techno,2020-01-06,,BOHO,312277,4TUaYhzzIYFehSUy0DD83f,49,Medusa,"0,00494","0,8","0,858","0,781",4,"0,0772","-9,525",0,"0,0672","126,048",4,"0,356",1,0,34,8EvGg2W6aSQ,1107,0
0,0,53,1003,0,0,8253,4h8IEOdrg60WM5XGyNOCVU,45,8,20,Techno,2019-12-06,,Lilly Palmer,412795,4q1Pi82KM83zz1YeueS79n,50,Shift,"0,00941","0,785","0,918","0,881",7,"0,0962","-7,405",1,"0,0504","127,004",4,"0,0683",0,0,128,9n6UQuCPm-U,4249,0
6,58,324,1021,2,4,45633,6JGLndnzrQrIFkd8NFha3C,52,44,118,Techno,2019-10-11,,Dusty Kid,435000,0ZrXNuryJ6FYjww6jU6RUm,54,Kollera,"0,0111","0,699","0,593","0,928",10,"0,287","-8,902",0,"0,0546","128,011",3,"0,322",124,32,4698,Z0sjmeZps8c,129656,0
0,0,115,1504,0,0,18230,5lVNSw2GPci8kebrAQpZqU,60,38,101,Techno,2019-09-13,,Eli Brown,226771,0d7KQih99OE6xaEFz8lXo5,56,Come Together,"0,0195","0,711","0,783","0,895",1,"0,0422","-7,838",1,"0,0462","126,975",4,"0,456",28,9,920,idLC6Y4-RSA,38054,0
7,60,102,714,0,0,17429,5FgLkieOqGXPn01dnbJp9Z,55,40,82,Techno,2019-05-27,,T78,330461,7yyNaKHvH76G4tohz4cM7u,55,Megator,"0,00127","0,717","0,986","0,838",11,"0,0222","-5,267",0,"0,158","129,989",4,"0,109",257,136,16448,2BoLJEt9Z7c,555686,0
1,5,114,822,0,0,1384,6nAdbXw8ZWvMfQsM1AqpEm,38,31,92,Techno,2020-01-13,,Tom Hutt,420500,0mwlxHTGArkWN9vJekxm6k,48,Exodia - Original Version,"0,0103","0,646","0,687","0,777",7,"0,0869","-10,668",1,"0,0463","128,02",4,"0,0582",9,9,492,Rpol2Lxtgdo,12197,0
6,49,263,1560,0,0,24468,2lPXenWgbh51R950CMdk6i,45,68,121,Techno,2019-02-10,,Kaiserdisco,289804,29Xvrjl3ULgfDGOGHL1NsQ,45,Taipan - Radio Edit,"0,00438","0,671","0,988","0,811",7,"0,0449","-7,19",1,"0,0418","128,017",3,"0,254",1,0,39,WmXDJd8GgFQ,588,0
2,28,20,633,0,0,3390,4FPQ76NAjtR1rWJqq4WTLi,40,13,43,Techno,2020-01-03,,2pole,432506,54roPnyIn1O1ISEh0RvwRe,48,Interface,"0,00105","0,792","0,821","0,904",1,"0,0944","-8,383",0,"0,0413","131,015",4,"0,0355",1,2,236,hGUyxy4dqKs,6362,0
0,0,46,1447,0,0,38017,0y42IQBDFigO5mmEd1bGQG,63,22,43,Techno,2019-11-22,,i_o,314013,6t9equdWckRfSg2eyzGR0E,51,Rave 444,"0,00079","0,678","0,968","0,905",7,"0,121","-6,178",1,"0,0564","131,996",4,"0,157",137,27,1877,38ogGkdMjmU,46267,0
4,38,125,1020,0,0,4689,4k15mfLh1MGsKh6SxYfmKm,39,30,103,Techno,2020-01-03,,Lukas Freudenberger,469333,608aLqwno6ULUQZfonTW1Y,47,Jacid,"0,134","0,787","0,664","0,914",8,"0,398","-12,341",1,"0,124","134,997",4,"0,0919",0,0,37,ZLT0p5evFKA,795,0
4,37,9,82,0,0,1578,7zCJiVQxxnpXTnIDVMihPl,40,21,39,Techno,2019-12-27,,Chris Keya,461738,6m5ALRlpoPhhYGPeRayDpO,48,Fahrenheit,"0,0129","0,725","0,684","0,891",1,"0,0997","-13,831",1,"0,0645","129,999",4,"0,502",4,0,29,tKw8JO3DH20,667,0
0,0,13,225,0,0,505,2rhwvy3bJ8sOazAkbNlOEa,39,9,26,Techno,2019-12-27,,Collective States,449006,3Oiy7eN9VoVVu4IY8uTfns,47,Kamino,"0,255","0,793","0,735","0,888",1,"0,128","-9,783",1,"0,0662","126,003",4,"0,0966",4,4,152,nOjdd1O5giY,4842,0
0,0,155,1272,0,0,18709,1OmOdgwIzub8DYPxQYbbbi,52,43,87,Techno,2019-12-20,,Will Clarke,226874,1otD4yyO2kytaXaZtoD1mJ,49,Love Somebody,"0,00175","0,612","0,885","0,894",0,"0,122","-9,935",0,"0,0451","128,02",4,"0,298",2,0,79,IdFoqPMAGcY,2704,0
5,67,94,935,1,14,88983,0NBGssQpgDczTsVEp4pCbR,50,24,63,Techno,2019-10-25,,Oliver Huntemann,400101,3BfLcQOyP6ovmQFTYfhIx4,52,Nordpol,"0,00724","0,778","0,864","0,895",7,"0,0952","-9,741",1,"0,0413","126,008",4,"0,0275",16,5,611,YbUk-Kuf3u8,19213,0
0,0,14,172,0,0,4132,6QfZgJa0nrIKLwAdso7ai9,47,8,21,Techno,2019-05-13,,ROBPM,330461,19I2mi8kcf0fmoDphv1SOC,52,Double Slap,"0,0299","0,747","0,88","0,825",1,"0,151","-3,532",1,"0,0772","130,005",4,"0,109",59,,,kOqUn6RVers,115366,0
0,0,119,994,2,20,4869,0Qz30d7mkqvt8G8NQa2Us8,39,50,137,Techno,2019-12-13,,Andre Crom,325305,4Mu3FVQgaPBs6HJNmHGogM,47,Surge - Re:Axis' About Love Remix,"0,0000276","0,793","0,872","0,896",11,"0,112","-8,177",1,"0,134","132,006",4,"0,0559",1,0,62,3iSuXXwHkIQ,1903,0
6,74,262,1115,0,0,53948,21A7bhIL1m6CNZn8y57PIZ,58,46,131,Techno,2019-08-30,,Reinier Zonneveld,263816,48jCzxsRfT2J9TKPFG0yA5,54,Eating Concrete,"0,00204","0,726","0,95","0,799",8,"0,104","-8,203",0,"0,0874","131,018",4,"0,274",167,73,7700,uoPY8E16l-M,250610,0
1,8,18,221,0,0,34034,64kN9EkSTHYhda2FupL0KI,38,9,33,Techno,2012-10-08,,Blawan,429098,1248Wa4xcpcUoD1djuqkTw,27,6 To 6 Lick,"0,0379","0,748","0,997","0,88",6,"0,101","-7,36",0,"0,0488","128,033",4,"0,145",30,12,1215,2MLTEnOzDX8,66563,0
0,0,113,1003,0,0,59094,4W991QdgKWX4TO864ypInA,52,36,66,Techno,2020-02-14,,Eats Everything,385358,2PG9z26A4EYn2PHmqgyeWK,34,EEE's,"0,00574","0,811","0,898","0,543",9,"0,0917","-5,603",1,"0,0834","130,006",4,"0,157",1,0,8,h0PF1WgbGpw,160,0
1,9,56,623,0,0,674,5eLnVIw3o3U9wxDBB0RVWa,25,19,74,Techno,2020-02-10,,Temudo,371729,5chf4Qzmjg6oQLESa5Mtpc,30,Tough To Say,"0,00318","0,743","0,856","0,901",6,"0,133","-8,818",0,"0,132","133,012",4,"0,358",6,0,137,5xFpuGYrpJk,3108,0
1,11,95,1111,0,0,83048,1u7DsNFbakULvxnDGtMm90,53,15,42,Techno,2017-07-31,,Enrico Sangiuliano,483960,32nw9Qc5rYjsPWGLy14Yh5,53,Astral Projection,"0,0182","0,798","0,738","0,941",6,"0,11","-8,357",0,"0,0606","124,981",4,"0,325",746,1195,61653,Qds6cxR4Inw,5044294,0
0,0,69,953,0,0,2575,0A1wu73Im00lBOBgUM7Ati,33,27,70,Techno,2020-01-17,,Transcode,451875,6Rnj6SbTsWUqViYBxusYpC,38,Devotion,"0,00198","0,716","0,748","0,79",1,"0,102","-8,997",0,"0,053","128,005",4,"0,0905",1,0,52,uQ0mZudxneQ,1067,0
9,127,419,984,1,16,40599,7KkV7dFoGEXr4M3fpb1FgD,51,70,136,Techno,2020-01-06,,Thomas Schumacher,426034,4FDpUI2sQTvuLABIgw9q6n,44,Feist,"0,00142","0,583","0,885","0,871",4,"0,083","-8,94",0,"0,0524","129,002",4,"0,25",134,29,3825,yG3Dc2Iici8,89522,0
0,0,40,790,1,14,259,21eiOIycysmwvv0hSl5XBS,33,9,30,Techno,2019-09-09,,Furia,508544,0F2DgukSZwmJ0R5PIl5KN9,40,Koi,"0,01","0,628","0,944","0,842",2,"0,0911","-7,832",1,"0,0397","126,013",4,"0,0364",8,0,39,iHWZy8xMkJA,1546,0
93,861,225,1096,4,128,1870610,0YC192cP3KPCRWx8zr8MfZ,80,39,63,Classic,2019-04-19,,Hans Zimmer,211022,71HJdMEVB6uUWZiVVnxpjv,48,Tennessee,"0,979","0,528","0,00904","0,836",0,"0,087","-27,961",1,"0,0533","80,81",4,"0,153",3280,2511,75282,opP4PcZ7aN4,17824475,0
1091,1529,9,329,59,1634,1370727,2QOIawHpSlOwXDvSqQ9YJR,74,82,58,Classic,2019-10-25,,Antonio Vivaldi,114546,43DdnwOjTLhjC6Xq5J0JzP,49,L'Inverno (Winter) Op. 8 No. 4 in F minor: II. Largo,"0,884","0,319","0,221","0,898",5,"0,195","-16,057",0,"0,0371","80,687",4,"0,16",4,0,76,Njhrxnwmjys,7093,0
1224,1087,95,1540,18,726,316459,2UqjDAXnDxejEyE0CzfUrZ,63,55,123,Classic,1969,,Robert Schumann,537160,0s63DkEqahMvcSQSBJ6TJV,44,"Piano Quartet No. 2 in E-Flat Major, Op. 47: I. Sostenuto assai - Allegro ma non troppo","0,972","0,316","0,231","0,719",3,"0,128","-17,796",1,"0,0408","98,111",4,"0,112",0,0,7,s3SZpQu7LmM,638,0
61,1102,368,1107,0,0,171997,4aP1lp10BRYZO658B2NwkG,68,15,36,Classic,1985-01-01,,Andrew Lloyd Webber,235200,6qmLe59Zdjj5yQNsQ2iGLT,45,Requiem: 7. Pie Jesu,"0,968","0,127","0,0222","0,219",8,"0,108","-28,677",1,"0,0518","66,643",4,"0,039",248,151,4603,31oAcmBz044,488643,0
1062,1209,18,610,50,1086,591250,3MKCzCnpzw3TjUYs2v7vDA,72,148,116,Classic,2016-09-09,,Pyotr Ilyich Tchaikovsky,385533,6kJgI6t5h6Q4j2gQyE3r7g,48,Waltz of the Flowers,"0,963","0,211","0,13","0,322",2,"0,0829","-16,476",1,"0,0329","80,088",3,"0,142",10828,5683,274746,QxHkLdQy5f0,46302550,0
82,1090,434,1754,1,12,50807,08ewVs9B2qQZ2Gy3xfTFyo,50,6,6,Classic,2020-02-28,,Giovanni Battista Pergolesi,288440,35IxKBBnTz7kAQTChzDmlR,33,"Stabat Mater in F Minor, P. 77: I. Stabat Mater dolorosa","0,932","0,199","0,03","0,0045",4,"0,105","-23,469",0,"0,0415","83,441",4,"0,0393",1,0,36,FKt3dP6D3nk,982,0
9,111,10,266,0,0,39158,2iSn12gFykgv92aTvPiH4s,57,3,3,Classic,2019-11-22,,HAUSER,180866,2xCtrN9PYxH6WIOUj06jM6,52,River Flows in You,"0,972","0,25","0,385","0,892",9,"0,11","-8,947",1,"0,0379","133,875",4,"0,357",906,210,29615,bDopd6MNWyk,900797,0
5,66,17,744,0,0,676802,6Fi8CHfO8WGtu3yO8c2Mc4,66,14,14,Classic,2017-03-17,,2CELLOS,365493,6OLgebma3uuh5KDG5ZXjF5,55,Now We are Free,"0,941","0,176","0,258","0,911",7,"0,081","-14,569",1,"0,0413","137,383",4,"0,0529",3779,3023,163993,74CYIdYoQ5w,11539336,0
0,0,325,2203,1,4,833,2XVw29JYdo8C5MfteMnCqL,45,5,8,Classic,1975,,Remo Giazotto,503200,5Fw4nhdXk4THgyfetrwpDf,49,Adagio in G Minor (Attrib. Albinoni) [Arr. for Chamber Orchestra],"0,734","0,09","0,117","0,877",0,"0,101","-19,816",0,"0,045","82,297",4,"0,0376",2,0,27,lzmiW8uKpc4,1709,0
